Timepoints,Liver signal,AIF
35490.717,288.613,176.025
35492.895,282.246,161.558
35495.075,281.121,150.744
35497.255,289.009,147.781
35499.432,284.897,159.839
35501.613,285.759,156.534
35503.792,285.024,165.946
35505.97,281.604,153.691
35508.15,286.398,161.804
35510.327,286.228,157.321
35512.508,285.136,157.519
35514.688,285.006,164.447
35516.865,282.14,163.292
35519.045,286.618,157.115
35521.225,284.947,162.759
35523.402,283.884,161.48
35525.583,289.475,158.832
35527.76,284.919,161.803
35529.94,286.494,157.209
35532.12,284.144,157.567
35534.298,284.894,162.229
35536.477,283.498,160.809
35538.658,282.26,162.493
35540.835,287.586,153.704
35543.015,284.484,158.891
35545.195,283.767,153.34
35547.372,281.353,154.261
35549.553,283.675,157.487
35551.73,283.577,165.519
35553.91,284.554,163.327
35556.09,283.838,157.189
35558.268,282.953,172.725
35560.447,283.515,160.867
35562.628,281.615,170.539
35564.805,282.231,158.217
35566.985,282.196,165.424
35569.163,285.756,165.484
35571.342,284.45,176.908
35573.523,288.377,161.593
35575.7,281.178,158.921
35577.88,287.524,171.255
35580.06,284.784,165.08
35582.238,284.195,171.03
35584.417,284.564,155.374
35586.598,283.222,151.45
35588.775,283.318,159.46
35590.955,281.926,151.002
35593.133,288.632,152.258
35595.312,282.698,159.449
35597.492,285.519,156.897
35599.67,284.436,163.318
35601.85,284.178,164.893
35604.03,283.544,161.004
35606.208,283.023,156.928
35608.387,289.477,144.837
35610.565,282.549,153.3
35612.745,283.793,157.825
35614.925,282.31,167.386
35617.102,285.025,154.363
35619.283,282.424,149.505
35621.462,283.972,156.762
35627.352,292.15,178.225
35629.533,282.86,158.46
35631.712,286.063,180.365
35633.89,282.659,166.365
35636.07,282.385,168.214
35638.25,286.994,165.447
35640.428,283.631,161.311
35642.607,284.856,161.207
35644.788,284.921,157.356
35646.965,283.575,159.322
35649.145,283.834,153.507
35651.322,283.179,160.841
35653.503,282.864,162.508
35655.682,284.288,169.908
35657.86,284.89,156.484
35660.04,283.874,155.565
35662.22,283.276,149.081
35664.398,283.513,152.941
35666.577,281.848,164.509
35668.755,284.695,157.89
35670.935,283.937,163.747
35673.115,282.345,162.491
35675.292,282.72,161.784
35677.473,287.383,166.096
35679.652,284.753,158.953
35681.83,283.688,155.799
35684.01,281.341,159.142
35686.19,282.671,152.589
35688.367,282.307,160.522
35690.548,281.215,165.654
35692.725,284.831,159.492
35694.905,281.746,161.416
35697.085,283.946,150.782
35699.262,281.918,153.168
35701.443,282.285,161.4
35703.622,282.9,169.852
35705.8,282.634,159.427
35707.98,281.098,159.233
35710.158,282.735,157.788
35712.337,281.604,156.344
35714.518,282.297,159.243
35716.695,280.808,159.309
35718.875,282.401,161.001
35721.055,280.755,157.547
35723.232,284.04,153.056
35725.413,282.203,160.063
35727.592,280.823,156.708
35729.77,288.277,159.682
35731.95,280.324,168.189
35734.128,282.519,170.611
35736.307,280.332,156.765
35738.488,282.378,156.45
35740.665,281.163,164.846
35742.845,282.444,161.586
35745.025,281.542,156.754
35747.202,282.521,161.51
35749.383,281.025,167.308
35751.56,281.471,159.191
35753.74,280.154,161.232
35755.92,283.279,164.744
35758.098,283.216,173.324
35760.277,282.323,153
35762.458,284.215,149.772
35764.635,281.713,153.192
35766.815,285.811,151.881
35768.995,280.75,157.59
35771.173,282.093,158.947
35773.352,282.062,167.088
35775.53,283.018,157.522
35777.71,281.925,164.487
35779.89,280.912,160.228
35782.068,285.219,168.5
35784.247,282.458,159.951
35786.428,285.936,175.022
35788.605,282.304,161.74
35790.785,284.723,168.468
35792.962,282.046,157.662
35795.143,287.708,155.748
35797.322,281.321,160.855
35799.5,284.687,169.941
35801.68,281.441,159.706
35803.86,284.222,169.833
35806.038,280.353,152.64
35808.217,285.512,164.401
35810.398,280.874,167.669
35812.575,284.852,167.454
35814.755,281.924,167.082
35816.932,281.094,158.379
35819.113,282.18,155.233
35821.292,285.239,167.794
35823.47,284.131,158.397
35825.65,284.83,154.555
35827.83,281.913,160.219
35830.008,282.586,163.158
35832.188,280.449,162.055
35834.365,281.32,152.735
35836.545,282.675,157.351
35838.725,281.418,153.686
35840.902,280.47,151.978
35843.083,284.627,160.42
35845.262,280.857,162.417
35847.44,287.086,166.357
35849.62,279.599,166.316
35851.8,286.021,159.52
35853.977,282.325,153.221
35856.158,281.835,161.334
35858.335,281.696,152.155
35860.515,283.442,155.408
35862.695,280.512,157.247
35864.872,283.158,165.4
35867.053,282.829,169.153
35869.232,279.634,157.525
35871.41,284.503,161.383
35873.59,280.822,156.258
35875.768,280.475,161.764
35877.947,280.977,152.123
35880.128,282.957,158.099
35882.305,281.811,171.057
35884.485,283.596,163.202
35886.665,283.694,161.952
35888.842,282.978,163.313
35891.023,282.571,164.13
35893.202,281.35,155.986
35895.38,286.79,174.683
35897.56,281.474,154.679
35899.738,284.533,153.536
35901.917,280.758,160.956
35904.098,288.43,151.728
35906.275,282.212,160.251
35908.455,284.158,142.773
35910.635,282.463,150.992
35912.812,282.734,157.328
35914.992,280.919,164.927
35917.173,282.601,164.207
35919.35,284.179,167.808
35921.53,280.695,166.111
35923.708,284.675,160.581
35925.887,281.261,164.953
35928.068,286.142,170.673
35930.245,280.762,160.183
35932.425,283.332,168.232
35934.605,282.817,166.55
35936.783,283.874,154.888
35938.962,282.742,151.762
35945.87,289.373,169.688
35948.048,286.128,145.517
35950.227,283.599,149.655
35952.408,285.091,156.858
35954.585,283.55,150.479
35956.765,284.904,148.518
35958.945,283.603,155.985
35961.122,283.662,156.729
35963.303,283.912,162.421
35965.482,282.933,162.238
35967.66,286.791,157.807
35969.84,283.757,158.146
35972.018,287.048,177.932
35974.197,275.657,164.461
35976.378,283.522,154.845
35978.555,284.312,158.104
35980.735,283.538,149.388
35982.915,282.159,156.515
35985.092,286.009,152.017
35987.273,281.351,160.25
35989.45,283.664,156.624
35991.63,282.32,145.7
35993.81,281.378,150.743
35995.988,284.118,151.385
35998.167,281.84,162.527
36000.348,282.223,167.578
36002.525,284.673,162.818
36004.705,282.461,163.968
36006.885,286.874,171.281
36009.062,282.643,169.03
36011.242,285.94,172.257
36013.42,282.504,159.017
36015.6,283.741,160.698
36017.78,283.085,156.88
36019.958,283.677,164.909
36022.137,282.763,165.846
36024.318,286.909,163.604
36026.495,286.119,165.254
36028.675,284.322,168.846
36030.852,284.997,163.933
36033.033,283.737,162.757
36035.212,283.587,161.128
36037.39,285.318,158.218
36039.57,282.525,156.665
36041.75,284.697,149.536
36043.928,281.877,158.3
36046.107,283.522,147.58
36048.288,281.625,156.914
36050.465,282.739,159.259
36052.645,287.104,158.367
36054.822,283.094,165.746
36057.003,287.179,147.269
36059.182,283.447,144.179
36061.36,283.253,157.206
36063.54,281.816,157.782
36065.72,282.935,152.772
36067.898,285.028,167.713
36070.077,283.089,154.712
36072.255,285.568,152.487
36074.435,281.185,162.572
36076.615,284.929,148.248
36078.792,282.609,153.751
36080.973,282.379,144.2
36083.152,282.857,151.167
36085.33,281.491,149.793
36087.51,285.365,155.357
36089.69,283.04,159.467
36091.867,284.849,172.159
36094.048,282.765,170.437
36096.225,287.976,159.233
36098.405,283.16,161.767
36100.585,285.581,152.34
36102.762,283.624,156.375
36104.943,285.065,163.916
36107.122,283.793,151.75
36109.3,287.639,161.133
36111.48,284.896,166.262
36113.66,288.564,161.055
36115.837,287.466,167.133
36118.018,291.398,166.207
36120.195,286.38,157.844
36122.375,286.584,172.049
36124.555,283.125,157.965
36126.732,285.706,141.309
36128.913,284.021,144.18
36131.092,287.544,146.096
36133.27,281.728,150.591
36135.45,283.012,149.304
36137.628,282.078,151.005
36139.807,284.063,157.096
36141.988,284.921,161.988
36144.165,283.687,150.951
36146.345,285.717,152.632
36148.525,283.437,139.983
36150.702,285.74,143.032
36152.883,283.183,148.832
36155.062,283.186,160.981
36157.24,283.393,157.665
36159.42,283.468,154.214
36161.598,287.01,149.675
36163.777,282.168,149.697
36165.958,282.897,146.939
36168.135,281.057,145.925
36170.315,284.6,148.707
36172.495,282.465,157.691
36174.673,284.073,159.175
36176.852,283.019,163.709
36179.03,285.673,163.013
36181.21,283.042,163.371
36183.39,283.855,168.093
36185.568,285.383,166.714
36187.747,283.309,156.26
36189.928,287.647,158.441
36192.105,283.207,151.493
36194.285,283.486,150.698
36196.465,283.478,151.135
36198.643,284.418,158.242
36200.822,285.525,151.167
36203,283.408,150.7
36205.18,286.889,157.381
36207.36,284.291,163.444
36209.538,285.008,168.296
36211.717,285.079,155.439
36213.898,285.042,152.839
36216.075,286.094,158.078
36218.255,284.936,163.031
36220.432,286.148,162.328
36222.613,284.39,155.736
36224.792,287.844,148.425
36226.97,284.286,147.023
36229.15,285.586,157.023
36231.33,284.857,160.264
36233.508,284.465,153.851
36235.688,288.292,166.015
36237.867,283.943,164.138
36240.045,290.025,161.573
36242.225,287.978,158.065
36244.402,287.003,172.266
36246.583,285.213,153.989
36248.762,285.569,142.945
36250.94,281.709,161.504
36253.12,285.604,164.641
36255.3,282.172,159.419
36257.477,284.084,153.009
36262.863,289.979,171.876
36265.042,285.711,150.749
36267.22,284.751,151.321
36269.4,282.152,165.241
36271.58,286.685,162.031
36273.758,281.466,159.672
36275.938,283.839,152.816
36278.117,282.629,153.179
36280.295,283.232,141.978
36282.475,283.082,150.653
36284.652,284.379,151.505
36286.833,283.817,156.04
36289.012,282.732,152.382
36291.19,286.751,148.427
36293.37,282.817,154.615
36295.55,288.454,155.52
36297.727,281.905,158.053
36299.908,288.694,154.893
36302.085,282.632,157.903
36304.265,289.438,141.597
36306.445,282.118,145.421
36308.622,285.597,155.03
36310.803,282.644,163.034
36312.982,284.216,160.842
36315.16,281.846,166.454
36317.34,286.14,154.913
36319.52,282.925,148.933
36321.697,285.815,154.226
36323.878,284.926,165.934
36326.055,283.022,161.879
36328.235,286.786,171.166
36330.415,283.596,162.211
36332.592,285.694,152.386
36334.773,283.322,167.283
36336.952,290.057,153.379
36339.13,282.522,160.528
36341.31,285.407,148.931
36343.488,283.755,155.501
36345.667,286.222,152.199
36347.848,283.763,154.109
36350.025,286.034,150.68
36352.205,285.474,155.811
36354.385,283.497,150.293
36356.562,290.426,167.843
36358.742,285.024,161.071
36360.923,284.633,163.337
36363.1,284.961,151.868
36365.28,287.542,158.304
36367.458,284.745,157.41
36369.637,287.467,162.65
36371.818,284.815,155.423
36373.995,289.417,148.7
36376.175,283.535,156.171
36378.355,285.003,145.16
36380.533,284.115,143.714
36382.712,284.341,152.313
36384.893,286.468,159.142
36387.07,288.353,157.234
36389.25,286.628,162.093
36391.428,285.145,157.382
36393.607,287.411,167.085
36395.788,284.523,162.953
36397.965,284.452,155.115
36400.145,284.794,150.847
36402.325,286.559,156.263
36404.503,283.032,163.491
36406.682,284.722,158.215
36408.86,284.776,159.19
36411.04,283.2,154.618
36413.22,289.164,152.515
36415.398,284.085,157.584
36417.577,288.802,155.745
36419.758,285.071,148.143
36421.935,289.126,158.645
36424.115,285.341,165.55
36426.295,288.125,158.283
36428.473,286.645,154.947
36430.652,286.859,159.128
36432.83,287.649,155.291
36435.01,288.654,152.927
36437.19,286.014,148.584
36439.367,291.378,149.893
36441.548,287.017,153.957
36443.727,282.476,141.192
36445.905,288.836,143.658
36448.085,282.79,147.587
36450.262,286.024,151.663
36452.443,283.754,165.878
36454.622,286.764,154.248
36456.8,285.151,164.631
36458.98,286.061,161.407
36461.16,286.665,158.62
36463.337,284.687,162.724
36465.518,290.459,154.939
36467.697,284.266,152.761
36469.875,288.761,144.7
36472.055,286.223,159.59
36474.232,286.892,170.047
36476.413,285.182,155.646
36478.592,288.809,175.724
36480.77,282.798,160.728
36482.95,286.773,167.784
36485.13,284.903,167.931
36487.307,288.806,163.361
36489.488,285.504,165.464
36491.665,288.662,158.785
36493.845,283.255,150.657
36496.025,280.224,170.048
36498.202,289.108,167.409
36500.383,293.59,157.152
36502.562,285.083,150.907
36504.74,290.966,163.95
36506.92,284.884,165.548
36509.1,288.71,160.525
36511.277,283.707,151.456
36513.458,284.097,145.563
36515.635,283.715,159.102
36517.815,284.059,159.306
36519.995,286.331,170.257
36522.173,284.219,156.829
36524.352,286.961,168.42
36526.533,283.89,159.973
36528.71,287.741,161.743
36530.89,285.779,161.913
36533.068,284.274,160.513
36535.247,286.854,154.399
36537.428,285.373,151.991
36539.605,287.674,152.626
36541.785,284.17,148.379
36543.965,285.438,153.964
36546.143,284.285,148.963
36548.322,286.972,147.291
36550.503,283.647,147.97
36552.68,284.044,148.917
36554.86,286.474,154.572
36557.038,285.242,144.222
36559.217,286.24,151.298
36561.398,283.538,164.186
36563.575,287.042,162.386
36565.755,283.159,162.783
36567.935,288.215,157.917
36570.113,284.411,158.576
36572.292,284.551,155.318
36574.47,288.482,170.038
36580.795,297.493,192.491
36582.973,287.162,163.799
36585.152,288.092,162.97
36587.33,285.828,153.625
36589.51,288.526,154.157
36591.69,283.81,150.909
36593.867,288.844,153.272
36596.048,285.941,156.049
36598.227,286.117,148.866
36600.405,285.368,166.549
36602.585,285.225,170.256
36604.762,286.622,169.107
36606.943,284.244,154.819
36609.122,289.297,171.242
36611.3,285.091,162.442
36613.48,290.73,158.54
36615.66,284.801,162.376
36617.837,288.838,169.952
36620.018,285.596,153.34
36622.197,288.126,173.276
36624.375,285.763,162.23
36626.555,286.993,148.963
36628.732,285.774,148.262
36630.913,284.607,155.756
36633.092,288.261,148.391
36635.27,285.813,152.403
36637.45,287.727,172.446
36639.63,285.762,159.767
36641.807,292.385,159.461
36643.988,285.228,159.799
36646.165,284.861,161.709
36648.345,287.865,156.164
36650.525,286.067,153.724
36652.702,293.136,175.418
36654.883,285.068,159.869
36657.062,288.354,171.727
36659.24,284.836,162.937
36661.42,288.484,158.136
36663.6,286.62,152.766
36665.777,288.947,156.489
36667.958,286.673,158.426
36670.135,284.641,161.216
36672.315,291.238,163.438
36674.495,285.815,164.429
36676.673,288.351,163.631
36678.852,285.049,164.005
36681.033,285.549,156.68
36683.21,287.572,159.495
36685.39,285.455,157.15
36687.57,289.014,153.273
36689.747,287.613,145.139
36691.928,289.771,162.851
36694.105,286.911,152.197
36696.285,288.592,155.351
36698.465,285.773,162.08
36700.643,288.777,161.244
36702.822,285.962,157.68
36705.003,285.426,159.864
36707.18,288.82,175.749
36709.36,286.528,155.481
36711.538,286.889,159.708
36713.717,287.345,150.301
36715.898,288.435,141.917
36718.075,286.483,154.408
36720.255,285.855,140.619
36722.435,286.135,143.013
36724.613,287.137,143.167
36726.792,285.37,146.591
36728.973,284.916,151.368
36731.15,287.064,144.482
36733.33,284.185,162.677
36735.508,287.787,151.691
36737.688,284.716,151.638
36739.867,288.736,147.588
36742.045,287.146,144.295
36744.225,286.775,146.575
36746.405,287.589,152.142
36748.583,286.367,157.426
36750.762,288.955,156.655
36752.94,287.385,155.34
36755.12,293.02,167.244
36757.3,285.56,163.326
36759.477,292.717,166.747
36761.658,285.298,162.467
36763.837,289.529,164.799
36766.015,286.405,164.804
36768.195,288.248,158.94
36770.375,285.769,154.214
36772.553,288.454,150.784
36774.732,285.384,153.617
36776.91,286.146,157.831
36779.09,285.885,167.119
36781.27,285.212,160.327
36783.447,289.153,154.988
36785.628,286.366,153.513
36787.807,289.592,149.546
36789.985,286.983,149.028
36792.165,289.373,145.75
36794.342,286.826,150.619
36796.523,287.699,162.747
36798.702,288.127,153.497
36800.88,288.274,147.854
36803.06,287.404,154.899
36805.24,287.89,137.709
36807.417,286.584,153.019
36809.598,288.251,142.85
36811.777,286.474,154.374
36813.955,285.237,159.979
36816.135,287.217,148.556
36818.312,287.311,144.962
36820.492,291.151,150.232
36822.673,286.528,151.923
36824.85,288.181,138.266
36827.03,286.321,150.976
36829.21,287.039,141.139
36831.387,286.386,151.952
36833.568,286.818,146.411
36835.745,292.953,169.882
36837.925,287.432,146.867
36840.105,288.739,159.962
36842.283,287.879,157.586
36844.462,290.327,170.424
36846.643,286.228,165.056
36848.82,291.763,156.773
36851,285.454,159.496
36853.18,289.335,164.3
36855.357,286.152,165.819
36857.538,287.723,168.475
36859.715,286.046,166.735
36861.895,289.555,160.087
36864.075,285.769,160.984
36866.253,286.235,159.896
36868.432,286.298,167.919
36870.613,285.39,158.078
36872.79,288.247,163.937
36874.97,286.838,158.771
36877.148,288.758,170.895
36879.327,285.992,168.161
36881.508,292.671,171.794
36883.685,285.802,166.106
36885.865,289.529,168.705
36888.045,286.115,164.757
36890.223,290.975,160.718
36892.402,286.502,164.243
36898.95,294.245,172.649
36901.13,288.79,156.849
36903.31,286.106,162.416
36905.488,291.958,157.781
36907.667,285.886,162.306
36909.845,287.593,160.784
36912.025,285.625,156.548
36914.205,286.117,147.498
36916.383,286.88,152.806
36918.562,285.432,155.003
36920.742,289.172,150.136
36922.92,286.607,144.208
36925.1,290.193,151.076
36927.28,287.203,152.089
36929.458,290.496,174.047
36931.637,287.822,152.561
36933.815,291.403,170.737
36935.995,287.499,155.101
36938.175,286.99,156.59
36940.352,286.783,152.081
36942.533,287.426,154.094
36944.712,286.238,168.991
36946.89,286.6,158.35
36949.07,289.536,168.184
36951.247,286.782,154.486
36953.428,288.988,169.481
36955.607,285.652,160.667
36957.785,292.507,156.052
36959.965,286.586,146.621
36962.145,288.086,147.044
36964.322,288.452,151.575
36966.503,286.103,152.686
36968.682,291.745,149.387
36970.86,285.914,160.748
36973.04,290.661,162.648
36975.217,285.301,162.428
36977.398,291.501,165.836
36979.577,285.038,157.611
36981.755,292.668,155.646
36983.935,285.648,148.185
36986.115,290.117,149.534
36988.292,287.264,146.926
36990.473,286.625,146.184
36992.65,287.234,153.735
36994.83,288.435,153.676
36997.01,287.421,151.328
36999.188,286.36,156.787
37001.367,287.178,168.956
37003.548,287.377,155.649
37005.725,288.985,161.326
37007.905,286.949,155.211
37010.085,290.894,168.355
37012.262,286.277,162.143
37014.443,293.638,174.919
37016.62,286.46,162.701
37018.8,288.347,150.104
37020.98,287.536,145.126
37023.158,288.196,147.189
37025.337,287.825,150.497
37027.518,289.667,150.016
37029.695,287.137,168.924
37031.875,287.16,160.587
37034.053,289.329,165.302
37036.232,287.53,162.515
37038.413,289.941,149.022
37040.59,285.632,147.207
37042.77,290.6,144.286
37044.95,287.071,145.188
37047.128,289.866,145.358
37049.307,287.875,146.91
37051.488,288.984,147.488
37053.665,288.829,153.856
37055.845,287.172,150.292
37058.023,287.006,171.919
37060.202,287.12,155.164
37062.383,290.034,164.224
37064.56,287.127,156.399
37066.74,291.446,175.453
37068.92,287.502,161.853
37071.098,288.424,160.033
37073.277,286.509,152.181
37075.455,288.494,152.959
37077.635,286.576,152.546
37079.815,286.053,146.16
37081.992,289.118,148.527
37084.173,286.673,146.097
37086.352,290.878,154.619
37088.53,287.205,156.167
37090.71,289.772,147.313
37092.89,286.182,148.727
37095.068,291.487,142.559
37097.247,287.216,148.532
37099.425,292.003,142.609
37101.605,286.674,149.076
37103.785,289.208,138.45
37105.962,288.257,148.845
37108.143,287.607,152.551
37110.322,288.368,148.753
37112.5,287.545,159.65
37114.68,289.085,172.858
37116.857,286.714,157.683
37119.038,291.844,173.454
37121.217,287.126,166.554
37123.395,294.174,156.444
37125.575,286.659,162.156
37127.755,289.919,154.531
37129.932,286.253,160.614
37132.113,289.46,154.274
37134.292,287.797,149.493
37136.47,286.153,149.087
37138.65,289.04,151.597
37140.827,285.441,144.487
37143.008,290.927,138.518
37145.188,287.608,154.542
37147.365,291.448,159.179
37149.545,288.403,152.69
37151.725,290.301,159.451
37153.902,288.42,157.451
37156.083,290.572,170.777
37158.26,287.443,165.397
37160.44,293.357,155.497
37162.62,287.027,164.528
37164.798,288.926,154.401
37166.977,287.547,141.777
37169.158,286.888,146.159
37171.335,286.387,143.093
37173.515,286.766,143.964
37175.695,287.019,143.436
37177.872,286.131,141.364
37180.053,289.8,150.65
37182.23,287.633,150.346
37184.41,290.061,162.334
37186.59,287.993,156.918
37188.768,290.839,173.165
37190.947,287.633,168.383
37193.128,291.379,166.283
37195.305,287.501,166.197
37197.485,288.269,168.289
37199.665,289.662,166.573
37201.842,286.871,165.966
37204.023,293,161.016
37206.2,287.296,162.438
37208.38,288.942,151.078
37210.56,287.206,152.575
37216.863,294.705,175.355
37219.042,281.49,172.259
37221.223,293.673,180.843
37223.4,294.188,171.521
37225.58,292.277,174.835
37227.758,297.846,167.295
37229.938,293.921,159.157
37232.117,295.66,172.067
37234.295,295.543,153.398
37236.475,291.24,162.897
37238.655,295.908,140.086
37240.833,291.834,149.289
37243.012,289.648,147.486
37245.193,290.832,144.645
37247.37,293.042,160.649
37249.55,293.023,179.601
37251.727,298.182,169.614
37253.908,290.614,161.077
37256.087,293.369,154.977
37258.265,290.78,147.623
37260.445,293.627,163.032
37262.625,291.894,151.429
37264.803,291.745,148.522
37266.982,289.318,160.068
37269.16,288.752,153.686
37271.34,290.364,156.738
37273.52,292.444,148.836
37275.697,291.17,169.624
37277.878,290.719,148.593
37280.057,290.656,144.624
37282.235,293.711,151.105
37284.415,293.205,146.413
37286.595,289.731,143.203
37288.773,291.262,152.906
37290.952,288.516,158.894
37293.13,289.982,162.032
37295.31,291.156,148.947
37297.49,289.299,164.703
37299.667,292.671,163.659
37301.848,288.648,156.326
37304.027,293.989,166.294
37306.205,289.746,144.673
37308.385,288.758,154.007
37310.562,290.48,148.916
37312.742,294.122,168.75
37314.923,290.453,165.624
37317.1,292.436,168.804
37319.28,290.116,145.927
37321.46,294.554,160.369
37323.637,288.472,151.498
37325.818,290.332,137.844
37327.997,290.066,153.843
37330.175,289.663,151.72
37332.355,292.491,154.251
37334.533,288.767,160.393
37336.712,292.15,156.583
37338.893,290.553,149.087
37341.07,290.002,143.403
37343.25,290.168,146.52
37345.43,291.772,148.598
37347.607,288.639,151.344
37349.788,291.913,157.087
37351.965,288.373,151.845
37354.145,288.79,151.854
37356.325,292.863,151.933
37358.503,288.911,151.909
37360.682,291.805,158.136
