Timepoints,Liver signal,AIF
40011.312,330.318,150.105
40013.492,326.412,138.369
40015.67,324.717,147.771
40017.85,324.407,147.153
40020.03,326.385,167.722
40022.208,326.856,148.521
40024.387,326.548,131.017
40026.568,328.149,137.291
40028.745,324.897,147.58
40030.925,331.062,152.686
40033.102,324.741,133.737
40035.283,322.851,171.354
40037.462,327.037,139.715
40039.64,324.579,163.513
40041.82,328.548,143.022
40044,327.044,142.257
40046.178,326.669,144.686
40048.357,325.004,160.647
40050.535,327.752,149.57
40052.715,326.846,143.695
40054.895,328.366,144.298
40057.072,325.043,145.098
40059.253,328.964,137.618
40061.432,324.536,140.527
40063.61,327.314,172.498
40065.79,327.704,139.746
40067.97,329.797,150.337
40070.148,329.084,142.703
40072.327,325.523,161.105
40074.505,327.846,139.539
40076.685,326.231,134.98
40078.865,329.169,139.142
40081.042,325.456,150.02
40083.223,331.053,139.1
40085.402,327.255,136.03
40087.58,326.891,144.622
40089.76,325.589,141.428
40091.938,327.273,156.218
40094.117,329.323,138.254
40096.298,324.898,137.631
40098.475,322.72,153.205
40100.655,326.516,143.266
40102.835,326.654,135.832
40105.012,327.688,137.13
40107.193,326.65,140.007
40109.372,329.845,137.701
40111.55,327.81,149.666
40113.73,330.504,150.491
40115.908,330.655,179.594
40118.087,332.915,167.508
40120.268,332.181,151.17
40122.445,328.872,149.493
40124.625,335.118,169.895
40126.805,328.497,144.401
40128.982,331.783,150.615
40131.163,328.72,169.707
40133.34,328.224,133.685
40135.52,326.484,141.835
40137.7,330.71,150.825
40139.878,328.997,165.47
40142.057,328.171,169.53
40144.238,329.407,168.644
40146.415,331.378,143.336
40148.595,326.228,144.094
40150.775,332.161,162.362
40152.952,327.792,153.568
40155.133,332.678,145.267
40157.31,325.213,136.719
40159.49,330.161,151.373
40161.67,326.66,164.303
40163.848,329.41,138.539
40166.027,325.153,154.125
40168.208,326.182,161.253
40170.385,327.576,148.501
40172.565,327.68,165.833
40174.742,326.561,156.005
40176.923,332.35,177.051
40179.102,330.581,157.805
40181.28,336.034,161.18
40183.46,327.706,161.86
40185.64,327.823,152.552
40187.818,333.987,169.774
40189.997,329.088,168.685
40192.178,331.415,152.707
40194.355,327.829,155.866
40196.535,328.695,154.491
40198.712,331.71,147.723
40200.893,330.427,167.81
40203.072,335.038,147.285
40205.25,327.434,132.874
40207.43,330.103,140.977
40209.61,329.052,153.693
40211.788,331.242,158.444
40213.967,332.001,154.233
40216.145,327.984,130.362
40218.325,325.411,147.362
40220.505,329.326,144.184
40222.682,334.278,148.776
40224.863,327.643,135.439
40227.042,332.169,140.114
40229.22,327.537,150.927
40231.4,329.171,145.718
40233.58,329.55,173.071
40235.758,328.64,156.166
40237.938,333.083,171.719
40240.115,331.266,174.087
40242.295,330.776,149.317
40244.475,335.774,152.367
40246.652,328.52,171.147
40248.833,332.038,151.481
40251.012,331.17,159.411
40253.19,332.294,140.407
40255.37,338.298,153.855
40257.55,331.344,168.556
40259.727,331.68,159.864
40265.932,336.642,194.417
40268.113,327.656,178.291
40270.29,328.319,166.327
40272.47,333.978,159.684
40274.65,334.169,154.958
40276.827,331.799,143.282
40279.008,330.729,150.132
40281.188,331.498,136.768
40283.365,336.452,145.522
40285.545,330.517,172.545
40287.723,334.36,146.047
40289.902,340.625,166.465
40292.083,334.238,162.095
40294.26,332.668,154.165
40296.44,333.816,153.526
40298.62,333.204,159.74
40300.798,340.479,159.495
40302.977,335.439,157.838
40305.158,335.321,137.89
40307.335,335.531,147.781
40309.515,331.679,142.387
40311.693,339.01,144.586
40313.872,334.447,156.581
40316.053,334.82,142.06
40318.23,335.404,154.259
40320.41,331.456,166.894
40322.59,333.817,163.876
40324.768,333.353,183.236
40326.947,332.01,151.871
40329.125,332.172,167.27
40331.305,331.69,135.911
40333.485,333.658,172.686
40335.663,333.201,151.288
40337.842,336.992,177.716
40340.023,334.426,150.194
40342.2,337.731,167.587
40344.38,332.811,156.852
40346.56,337.736,148.789
40348.738,334.639,176.764
40350.917,335.132,163.179
40353.095,341.32,158.452
40355.275,335.814,159.857
40357.455,335.007,155.066
40359.633,335.943,172.276
40361.812,332.282,173.516
40363.992,336.543,159.745
40366.17,333.636,167.718
40368.35,334.028,156.311
40370.527,337.055,161.901
40372.708,333.007,176.895
40374.887,336.971,174.255
40377.065,333.612,171.486
40379.245,337.768,168.767
40381.425,343.706,158.1
40383.602,335.056,156.777
40385.783,335.452,136.715
40387.962,333.197,147.933
40390.14,333.856,150.181
40392.32,337.592,162.959
40394.497,331.939,181.325
40396.678,333.191,157.259
40398.857,339.828,153.412
40401.035,337.352,157.367
40403.215,333.953,151.261
40405.395,335.87,177.818
40407.572,334.268,148.434
40409.753,340.835,153.525
40411.93,334.505,146.686
40414.11,337.471,144.67
40416.29,337.209,147.948
40418.467,333.695,146.251
40420.648,336.632,149.854
40422.827,327.325,155.578
40425.005,332.877,170.627
40427.185,332.181,153.386
40429.365,340.711,160.322
40431.542,335.886,177.657
40433.723,335.858,150.11
40435.9,342.204,152.716
40438.08,333.377,146.704
40440.26,335.914,145.364
40442.438,337.133,67.995
40444.617,332.513,154.998
40446.798,336.777,155.635
40448.975,337.511,167.356
40451.155,335.417,157.721
40453.333,336.225,159.189
40455.512,332.131,153.404
40457.693,332.527,145.222
40459.87,339.183,161.116
40462.05,334.712,143.664
40464.23,339.886,145.537
40466.408,333.014,137.335
40468.587,335.711,134.374
40470.768,332.797,152.234
40472.945,334.014,146.953
40475.125,340.575,167.849
40477.303,333.144,166.747
40479.482,335.643,157.766
40481.663,333.416,160.003
40483.84,332.929,141.255
40486.02,336.211,139.873
40488.2,335.863,138.002
40490.378,336.977,150.595
40492.557,331.984,153.678
40494.735,338.451,161.455
40496.915,333.363,160.169
40499.095,335.814,165.102
40501.273,332.616,176.603
40503.452,333.36,157.133
40505.633,342.159,170.179
40507.81,336.048,168.883
40509.99,337.111,153.56
40512.17,339.76,160.397
40514.348,337.837,174.98
40516.527,337.484,146.183
40518.705,334.714,162.463
40520.885,333.857,161.913
40523.065,337.519,162.993
40525.242,333.198,142.607
40527.423,339.575,141.936
40529.602,332.131,143.068
40531.78,338.294,159.023
40533.96,331.745,165.831
40536.14,265.502,151.798
40538.318,320.408,164.713
40540.497,336.793,144.266
40542.675,335.556,142.044
40544.855,332.273,133.245
40547.035,334.027,127.461
40549.212,333.186,141.074
40551.393,334.2,141.146
40553.572,333.536,145.451
40555.75,332.812,137.091
40557.93,337.166,141.921
40560.107,333.153,141.33
40562.288,333.37,142.302
40564.467,337.355,149.581
40566.645,333.354,147.703
40568.825,335.78,144.488
40571.005,333.163,142.409
40573.182,334.249,157.979
40575.363,334.607,159.948
40577.542,333.946,151.342
40583.857,342.188,140.456
40586.038,334.36,140.188
40588.217,337.847,141.648
40590.395,336.743,153.449
40592.575,333.338,158.087
40594.753,339.142,169.086
40596.932,336.01,165.704
40599.113,335.93,156.027
40601.29,335.903,171.611
40603.47,333.063,163.396
40605.65,338.625,153.693
40607.827,335.888,161.564
40610.008,335.694,153.057
40612.185,332.989,158.996
40614.365,334.923,145.428
40616.545,339.731,151.974
40618.723,336.214,168.363
40620.902,337.408,162.595
40623.083,336.664,157.15
40625.26,336.368,142.91
40627.44,334.345,149.798
40629.62,332.646,129.624
40631.798,342.325,158.205
40633.977,335.443,173.942
40636.155,336.552,164.21
40638.335,334.53,138.289
40640.515,339.722,172.446
40642.693,336.207,154.705
40644.872,338.195,157.744
40647.053,333.229,137.887
40649.23,339.981,135.71
40651.41,335.589,135.014
40653.587,337.841,143.857
40655.768,334.091,144.026
40657.947,334.342,138.491
40660.125,340.408,147.327
40662.305,331.166,149.981
40664.485,317.891,168.672
40666.663,333.261,166.345
40668.842,336.152,133.593
40671.023,336.062,165.312
40673.2,334.518,159.138
40675.38,340.224,154.997
40677.557,337.324,150.798
40679.738,343.518,149.358
40681.917,336.011,136.803
40684.095,338.519,130.743
40686.275,332.756,41.977
40688.455,335.991,173.982
40690.633,339.792,146.831
40692.812,340.064,158.057
40694.99,336.895,170.264
40697.17,337.96,143.543
40699.35,332.46,164.578
40701.527,335.54,148.991
40703.708,342.867,153.552
40705.887,337.555,162.767
40708.065,339.01,149.578
40710.245,329.44,160.266
40712.425,340.215,161.009
40714.602,334.23,136.378
40716.783,338.497,146.893
40718.96,341.522,139.095
40721.14,337.738,157.172
40723.32,340.64,154.233
40725.497,335.847,140.049
40727.678,339.128,186.189
40729.857,343.031,147.735
40732.035,336.71,150.196
40734.215,336.061,136.482
40736.393,340.131,145.414
40738.572,335.874,142.568
40740.753,340.179,137.393
40742.93,335.996,138.185
40745.11,337.451,145.041
40747.29,341.851,153.388
40749.467,340.154,169.85
40751.648,344.978,149.443
40753.827,337.742,158.345
40756.005,338.116,144.125
40758.185,338.355,158.759
40760.363,337.901,172.651
40762.542,339.618,150.504
40764.723,334.616,164.435
40766.9,336.865,162.45
40769.08,343.791,154.244
40771.26,336.396,154.591
40773.438,339.314,140.595
40775.617,334.442,142.988
40777.798,335.823,137.262
40779.975,343.841,150.081
40782.155,334.521,163.468
40784.333,338.921,152.583
40786.512,336.762,163.837
40788.693,337.281,155.192
40790.87,341.363,155.628
40793.05,336.919,153.374
40795.23,343.228,55.068
40797.408,337.095,145.541
40799.587,344.99,170.271
40801.765,334.974,148.009
40803.945,341.511,145.087
40806.125,337.929,169.34
40808.303,338.137,154.234
40810.482,345.479,147.289
40812.663,337.889,142.342
40814.84,339.649,136.408
40817.02,337.248,150.968
40819.2,335.628,131.957
40821.378,342.867,137.654
40823.557,336.871,141.196
40825.735,334.651,130.651
40827.915,341.954,137.245
40830.095,334.217,143.336
40832.273,337.455,155.184
40834.452,344.825,158.576
40836.633,335.751,174.255
40838.81,336.563,164.281
40840.99,343.252,151.995
40843.167,339.517,166.148
40845.348,338.057,158.341
40847.527,343.448,146.005
40849.705,338.792,161.619
40851.885,336.417,143.689
40854.065,343.526,148.677
40856.242,336.238,166.413
40858.423,333.584,140.767
40860.602,336.624,175.445
40862.78,337.432,151.675
40864.96,340.843,141.063
40867.137,337.322,145.254
40869.318,336.458,137.123
40871.497,344.731,157.898
40873.675,338.864,169.197
40875.855,340.188,139.708
40878.035,336.405,145.716
40880.212,335.432,138.896
40882.393,340.075,141.33
40884.57,336.453,152.725
40886.75,335.704,149.082
40888.93,341.672,158.245
40891.107,334.696,165.905
40893.288,339.193,152.506
40895.467,336.759,160.311
40901.765,341.284,146.934
40903.943,339.418,147.871
40906.122,336.44,146.314
40908.303,344.559,139.68
40910.48,339.173,142.056
40912.66,340.695,144.497
40914.837,341.774,146.036
40917.018,338.908,173.094
40919.197,342.859,159.502
40921.375,340.363,174.23
40923.555,338.654,160.647
40925.735,345.39,149.555
40927.913,338.869,177.674
40930.092,340.527,149.612
40932.273,347.353,140.507
40934.45,340.624,165.465
40936.63,339.297,168.886
40938.807,347.11,162.76
40940.988,339.511,145.447
40943.167,341.465,151.846
40945.345,345.001,158.811
40947.525,341.701,165.636
40949.705,338.162,152.842
40951.883,346.921,143.261
40954.062,339.511,170.684
40956.24,340.051,153.306
40958.42,345.164,137.451
40960.6,338.289,175.742
40962.777,338.998,156.419
40964.958,344.552,132.254
40967.137,336.511,150.84
40969.315,338.741,179.399
40971.495,345.025,155.842
40973.675,348.293,136.632
40975.852,341.318,180.205
40978.033,339.905,142.839
40980.21,347.763,158.788
40982.39,335.948,149.113
40984.57,340.687,174.497
40986.747,343.926,166.575
40988.928,345.679,144.735
40991.107,341.438,175.067
40993.285,339.537,151.629
40995.465,347.918,163.397
40997.643,340.033,149.891
40999.822,340.627,188.809
41002.003,345.781,144.898
41004.18,339.015,164.628
41006.36,342.845,141.451
41008.54,337.979,154.354
41010.717,339.363,146.296
41012.898,340.52,162.935
41015.077,284.722,148.451
41017.255,291.991,149.197
41019.435,336.293,139.59
41021.613,336.951,154.274
41023.792,338.474,161.975
41025.973,336.03,143.767
41028.15,337.502,132.585
41030.33,334.755,128.007
41032.51,339.904,140.561
41034.688,335.918,139.711
41036.867,342.13,160.442
41039.045,335.769,164.534
41041.225,339.553,150.836
41043.405,337.747,171.126
41045.583,336.872,151.113
41047.762,334.777,170.187
41049.943,335.423,154.887
41052.12,340.744,150.123
41054.3,335.165,151.838
41056.48,338.459,137.396
41058.658,335.469,140.154
41060.837,335.687,138.435
41063.015,341.865,141.365
41065.195,335.065,174.927
41067.375,338.181,157.156
41069.553,335.96,164.22
41071.732,335.912,137.259
41073.913,334.545,146.725
41076.09,335.772,159.302
41078.27,340.705,168.73
41080.447,334.457,162.447
41082.628,335.085,154.973
41084.807,340.69,142.398
41086.985,332.767,175.404
41089.165,335.599,164.219
41091.345,340.878,169.235
41093.523,333.631,161.778
41095.702,334.612,158.427
41097.883,339.212,163.358
41100.06,333.529,162.792
41102.24,333.985,153.852
41104.417,341.018,156.504
41106.598,334.783,163.537
41108.777,335.691,151.817
41110.955,340.763,150.599
41113.135,336.759,139.975
41115.315,339.163,159.359
41117.492,336.453,143.302
41119.673,336.716,139.72
41121.852,339.604,138.164
41124.03,335.119,161.317
41126.21,339.15,156.858
41128.387,336.921,168.294
41130.568,335.082,142.773
41132.747,342.378,145.32
41134.925,334.609,146.166
41137.105,339.262,162.069
41139.285,338.015,168.622
41141.462,335.209,158.988
41143.643,341.449,158.485
41145.82,333.139,180.3
41148,333.637,162.314
41150.18,337.237,146.456
41152.357,340.872,148.608
41154.538,335.844,147.55
41156.717,342.113,136.8
41158.895,337.305,163.245
41161.075,337.991,149.514
41163.255,347.021,165.924
41165.432,338.485,160.182
41167.613,338.566,154.585
41169.79,339.189,148.192
41171.97,337.196,141.992
41174.15,341.701,146.115
41176.327,333.485,138.908
41178.508,337.441,145.183
41180.688,341.249,140.226
41182.865,336.442,132.812
41185.045,340.122,153.403
41187.223,338.093,172.92
41189.402,338.556,176.562
41191.583,340.57,163.599
41193.76,336.805,180.959
41195.94,331.596,138.093
41198.12,332.311,167.866
41200.298,343.385,165.726
41202.477,339.95,168.174
41204.658,337.318,165.882
41206.835,344.53,151.74
41209.015,333.611,159.894
41211.193,338.948,164.283
41213.372,344.524,153.701
41220.158,341.04,195.513
41222.335,334.417,158.918
41224.515,336.424,152.558
41226.695,339.6,155.67
41228.872,341.352,136.899
41231.053,333.239,144.554
41233.232,336.701,133.449
41235.41,337.234,152.056
41237.59,334.462,143.738
41239.768,340.191,146.517
41241.947,337.514,162.215
41244.128,335.692,158.795
41246.305,345.09,161.392
41248.485,334.58,159.247
41250.665,337.76,160.308
41252.842,336.659,165.093
41255.023,335.741,162.007
41257.2,341.822,181.673
41259.38,334.937,177.342
41261.56,336.484,161.578
41263.738,341.741,178.722
41265.917,336.186,169.645
41268.098,339.13,164.847
41270.275,344.226,166.532
41272.455,340.115,162.894
41274.635,339.562,138.276
41276.812,335.003,153.499
41278.992,335.693,153.441
41281.17,339.209,137.266
41283.35,332.726,149.391
41285.53,338.053,154.851
41287.708,333.792,180.013
41289.887,334.907,160.514
41292.068,342.182,155.278
41294.245,340.898,165.939
41296.425,340.037,166.885
41298.602,337.393,155.686
41300.783,337.742,145.968
41302.962,338.296,161.859
41305.14,334.811,150.224
41307.32,339.552,163.194
41309.5,338.193,180.231
41311.678,337.513,158.719
41313.857,330.139,166.713
41316.038,332.395,174.09
41318.215,314.748,157.054
41320.395,329.73,128.421
41322.572,334.107,140.298
41324.753,340.248,164.77
41326.932,333.696,145.702
41329.11,342.409,164.659
41331.29,334.9,146.843
41333.47,337.733,145.887
41335.648,333.192,165.653
41337.827,335.222,158.833
41340.008,343.015,176.914
41342.185,335.796,172.448
41344.365,336.205,155.323
41346.542,334.314,171.43
41348.723,332.911,153.514
41350.902,340.102,165.432
41353.08,334.06,174.817
41355.26,335.122,151.619
41357.44,342.248,172.712
41359.617,333.983,171.605
41361.798,335.534,159.053
41363.975,342.693,170.786
